,genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
4340,HMOX1,True,Enterocytes,Endoderm,True,0.166667,0.0360954,True,0.0,0.0494013,9606,GI tract,0.046
4341,HMOX1,True,Red pulp macrophages,Mesoderm,True,0.0,0.0363409,True,1.0,0.0466701,9606,Immune system,0.046
4342,HMOX1,True,Satellite cells,Mesoderm,True,0.0,0.0363409,True,0.857143,0.0480806,9606,Skeletal muscle,0.046
4343,SLC39A5,True,Enterocytes,Endoderm,True,0.833333,0.00564972,True,0.0,0.0,9606,GI tract,0.01
4344,SLC51A,True,Enterocytes,Endoderm,True,0.166667,0.00094162,True,0.0,0.0,9606,GI tract,0.006
4345,MOGAT2,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.387417,0.00543087,9606,GI tract,0.011
4346,MAOA,True,Enterocytes,Endoderm,True,0.833333,0.027307,True,0.576159,0.0253877,9606,GI tract,0.034
4347,DGAT1,True,Enterocytes,Endoderm,True,0.666667,0.0128688,True,0.698676,0.0199568,9606,GI tract,0.029
4348,DGAT2,False,Epithelial cells,Mesoderm,True,0.0,0.0240659,True,0.0967742,0.0240453,9606,Epithelium,0.023
4349,DGAT2,True,Enterocytes,Endoderm,True,0.0,0.0238544,True,0.15894,0.0215272,9606,GI tract,0.023
4350,NPSR1,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,6.43004e-05,9606,GI tract,0.0
4351,FFAR3,True,Sebocytes,Mesoderm,True,0.0,0.0,True,0.0,0.000641643,9606,Skin,0.0
4352,FFAR3,True,Tuft cells,Endoderm,True,0.0,0.0,True,0.615385,0.000128436,9606,GI tract,0.0
4353,FFAR3,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.000643004,9606,GI tract,0.0
4354,NEUROG3,True,Enteroendocrine cells,Endoderm,True,0.0,0.000945477,True,0.030303,0.000900206,9606,GI tract,0.001
4355,NEUROG3,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.00093985,True,0.0,0.000962464,9606,Pancreas,0.001
4356,FFAR1,True,Enteroendocrine cells,Endoderm,True,0.0,0.00724866,True,0.030303,0.00147891,9606,GI tract,0.002
4357,FFAR1,True,Mammary epithelial cells,Mesoderm,True,0.0,0.00721003,True,0.0,0.00154301,9606,Mammary gland,0.002
4358,SCT,True,Enteroendocrine cells,Endoderm,True,0.0,0.0122912,True,0.0,0.0,9606,GI tract,0.011
4359,SCT,False,Undefined placental cells,Trophoblast,True,0.0,0.0122334,True,0.0,0.0,9606,Placenta,0.011
4360,VWA5B2,True,Enteroendocrine cells,Endoderm,True,0.0,0.00189095,True,0.0,0.0,9606,GI tract,0.001
4361,FABP5,True,Microfold cells,Endoderm,True,0.0,0.218358,True,0.0,0.389028,9606,GI tract,0.354
4362,FABP5,True,Enteroendocrine cells,Endoderm,True,0.0,0.219666,True,0.151515,0.389532,9606,GI tract,0.354
4363,RIMBP2,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.005
4364,GIP,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0606061,0.00855195,9606,GI tract,0.007
4365,GLP2R,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
4366,GAST,True,Enteroendocrine cells,Endoderm,True,0.0,0.00126064,True,0.030303,0.00115741,9606,GI tract,0.001
4367,NTS,True,Enteroendocrine cells,Endoderm,True,0.0,0.00630318,True,0.0,0.00482253,9606,GI tract,0.005
4368,MLN,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,False,0.0,0.0,9606,GI tract,0.0
4369,CHGB,True,Enteroendocrine cells,Endoderm,True,0.631579,0.0409707,True,0.484848,0.0851337,9606,GI tract,0.076
4370,CPE,True,Enteroendocrine cells,Endoderm,True,0.631579,0.130161,True,0.757576,0.364648,9606,GI tract,0.317
4371,GHRL,True,Enteroendocrine cells,Endoderm,True,0.0,0.000630318,True,0.181818,0.00340792,9606,GI tract,0.003
4372,GHRL,True,Epsilon cells,Endoderm,True,0.0,0.000626566,True,0.0,0.00378569,9606,Pancreas,0.003
4373,ENPP2,True,Enteroendocrine cells,Endoderm,True,0.0,0.0330917,True,0.030303,0.091178,9606,GI tract,0.08
4374,ENPP2,True,Oligodendrocytes,Ectoderm,True,1.0,0.0243363,True,0.994638,0.045623,9606,Brain,0.08
4375,MC4R,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
4376,INSL5,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.030303,0.000257202,9606,GI tract,0.0
4377,TAS1R2,True,Taste receptor cells,,True,0.0,0.0,True,0.0,0.0,9606,,0.0
4378,TAS1R2,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
4379,TAS1R3,True,Taste receptor cells,,True,0.0,0.0,True,0.0,0.0,9606,,0.0
4380,TAS1R3,True,Osteoclasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Bone,0.0
4381,TAS1R3,True,Tuft cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
4382,TAS1R3,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
4383,GNAT3,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.000192901,9606,GI tract,0.0
4384,GNAT3,True,Taste receptor cells,,True,0.0,0.0,True,0.0,0.000192493,9606,,0.0
4385,GNAT3,True,Tuft cells,Endoderm,True,0.0,0.0,True,0.230769,0.0,9606,GI tract,0.0
4386,C3AR1,True,Eosinophils,Mesoderm,True,0.0,0.00626566,True,0.0,0.0265015,9606,Immune system,0.022
4387,C3AR1,True,Macrophages,Mesoderm,True,0.25,0.00534591,True,0.519192,0.010338,9606,Immune system,0.022
4388,C5AR1,True,Osteoblasts,Mesoderm,True,0.0,0.0140977,True,0.0,0.0302933,9606,Bone,0.027
4389,C5AR1,True,Neutrophils,Mesoderm,True,0.0,0.0141554,True,0.31058,0.0248496,9606,Immune system,0.027
4390,C5AR1,True,Microglia,Ectoderm,True,0.0,0.0140977,True,0.111364,0.027864,9606,Brain,0.027
4391,C5AR1,True,Eosinophils,Mesoderm,True,0.0,0.0140977,True,0.0,0.0302233,9606,Immune system,0.027
4392,C5AR1,True,Macrophages,Mesoderm,True,0.583333,0.0119497,True,0.543434,0.0133863,9606,Immune system,0.027
4393,CCR1,True,Neutrophils,Mesoderm,True,0.0,0.00534759,True,0.201365,0.010463,9606,Immune system,0.014
4394,CCR1,True,Platelets,Mesoderm,True,0.0,0.0053325,True,0.0,0.0140547,9606,Blood,0.014
4395,CCR1,True,Eosinophils,Mesoderm,True,0.0,0.00532581,True,0.0,0.0140529,9606,Immune system,0.014
4396,CCR1,False,T helper cells,Mesoderm,True,0.0,0.00532581,True,0.0,0.014052,9606,Immune system,0.014
4397,CD244,True,NK cells,Mesoderm,True,0.0,0.0,True,0.138298,0.00167839,9606,Immune system,0.002
4398,CD244,True,Eosinophils,Mesoderm,True,0.0,0.0,True,0.0,0.00250257,9606,Immune system,0.002
4399,PTGDR2,True,Eosinophils,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
4400,PTGDR2,True,T helper cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
4401,SIGLEC8,True,Eosinophils,Mesoderm,True,0.0,0.0,False,0.0,0.0,9606,Immune system,0.0
4402,SIGLEC10,True,Eosinophils,Mesoderm,True,0.0,0.00407268,False,0.0,0.0,9606,Immune system,0.001
4403,PGLYRP1,True,Microfold cells,Endoderm,True,0.0,0.0,True,0.0,0.0754572,9606,GI tract,0.062
4404,PGLYRP1,True,Eosinophils,Mesoderm,True,0.0,0.0,True,1.0,0.0753978,9606,Immune system,0.062
4405,EPX,True,Eosinophils,Mesoderm,True,0.0,0.0,True,1.0,6.41684e-05,9606,Immune system,0.0
4406,RNASE3,True,Eosinophils,Mesoderm,True,0.0,0.000313283,False,0.0,0.0,9606,Immune system,0.0
4407,RNASE2,True,Eosinophils,Mesoderm,True,0.0,0.00720551,False,0.0,0.0,9606,Immune system,0.001
4408,IL5,True,Eosinophils,Mesoderm,True,0.0,0.00626566,True,0.0,0.000834189,9606,Immune system,0.002
4409,IL5,True,T helper cells,Mesoderm,True,0.0,0.00626566,True,0.0,0.000834135,9606,Immune system,0.002
4410,IL5,True,Nuocytes,Mesoderm,True,0.0,0.00626566,True,0.3,0.000257152,9606,Immune system,0.002
4411,PRG2,True,Eosinophils,Mesoderm,True,0.0,0.00313283,True,1.0,0.00275924,9606,Immune system,0.003
4412,PRG3,True,Eosinophils,Mesoderm,True,0.0,0.0,True,1.0,0.000128337,9606,Immune system,0.0
4413,IKZF2,True,T regulatory cells,Mesoderm,True,0.0,0.000626566,True,1.0,0.0125136,9606,Immune system,0.011
4414,IKZF2,False,Eosinophils,Mesoderm,True,0.0,0.000626566,True,0.0,0.0126412,9606,Immune system,0.011
4415,CCL5,True,Eosinophils,Mesoderm,True,0.0,0.0858396,True,0.0,0.0327259,9606,Immune system,0.042
4416,CCL5,True,Platelets,Mesoderm,True,1.0,0.0846926,True,0.0,0.0327301,9606,Blood,0.042
4417,CCL5,True,Macrophages,Mesoderm,True,0.0,0.0861635,True,0.109091,0.0302187,9606,Immune system,0.042
4418,CCL5,True,T cells,Mesoderm,True,0.347826,0.0632868,True,0.28972,0.0291458,9606,Immune system,0.042
4419,CCL5,True,NK cells,Mesoderm,True,0.891892,0.0667094,True,0.968085,0.027048,9606,Immune system,0.042
4420,CCL5,True,Gamma delta T cells,Mesoderm,True,0.986667,0.0641643,True,1.0,0.0321649,9606,Immune system,0.042
4421,CSF2,True,NK cells,Mesoderm,True,0.027027,0.00898012,True,0.0,0.000774643,9606,Immune system,0.002
4422,CSF2,True,Paneth cells,Endoderm,True,0.0,0.0093985,True,0.0,0.000773944,9606,GI tract,0.002
4423,CSF2,True,Eosinophils,Mesoderm,True,0.0,0.0093985,True,0.0,0.000770021,9606,Immune system,0.002
4424,CSF2,False,T helper cells,Mesoderm,True,0.0,0.0093985,True,0.0,0.000769971,9606,Immune system,0.002
4425,IL5RA,True,Eosinophils,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
4426,TRIM71,True,Ependymal cells,Ectoderm,True,0.0,0.017263,True,0.0,0.0,9606,Brain,0.011
4427,USP18,True,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.001
4428,Q8K4K1,False,Germ cells,Mesoderm,False,0.0,0.0,True,0.743902,0.00460411,10090,Reproductive,0.01
4429,Q8K4K1,False,Ependymal cells,Ectoderm,False,0.0,0.0,True,0.42,0.00842242,10090,Brain,0.01
4430,CELSR2,False,Principal cells,Mesoderm,True,0.0,0.0,True,0.285714,0.0230453,9606,Kidney,0.019
4431,CELSR2,True,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.02,0.023194,9606,Brain,0.019
4432,ENKUR,True,Ependymal cells,Ectoderm,True,1.0,0.0106717,True,0.84,0.0069323,9606,Brain,0.014
4433,FAM216B,False,Ependymal cells,Ectoderm,True,0.833333,0.0,True,0.586667,0.0,9606,Brain,0.005
4434,CATIP,False,Ependymal cells,Ectoderm,True,0.0,0.000313873,True,0.366667,0.000777454,9606,Brain,0.003
4435,DNAH12,False,Ependymal cells,Ectoderm,True,0.833333,0.00878845,True,0.626667,0.0016197,9606,Brain,0.008
4436,FAM166B,False,Ependymal cells,Ectoderm,True,0.5,0.0,True,0.42,0.0,9606,Brain,0.003
4437,IQCG,False,Ependymal cells,Ectoderm,True,1.0,0.0241682,True,0.68,0.00226757,9606,Brain,0.011
4438,SPEF2,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.0128446,True,0.0,0.0,9606,Olfactory system,0.009
4439,SPEF2,False,Ependymal cells,Ectoderm,True,0.666667,0.0116133,True,0.0,0.0,9606,Brain,0.009
4440,RABL2B,False,Ependymal cells,Ectoderm,False,,,True,,,9606,Brain,0.009
4441,RABL2A,False,Ependymal cells,Ectoderm,False,,,True,,,9606,Brain,0.009
4442,MYO16,False,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.126667,0.000712666,9606,Brain,0.001
4443,PLXNB2,False,Ependymal cells,Ectoderm,True,0.166667,0.0329567,True,0.546667,0.045481,9606,Brain,0.046
4444,TEKT1,False,Ependymal cells,Ectoderm,True,1.0,0.014752,True,0.0,0.0,9606,Brain,0.015
4445,TEKT1,False,Germ cells,Mesoderm,True,0.222749,0.00201275,True,0.0,0.0,9606,Reproductive,0.015
4446,CHEK2,False,Ependymal cells,Ectoderm,True,0.0,0.0081607,True,0.353333,0.00136054,9606,Brain,0.005
4447,CROCC,True,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.38,0.000194363,9606,Brain,0.003
4448,NME9,False,Ependymal cells,Ectoderm,True,0.0,0.000313873,True,0.386667,0.000194363,9606,Brain,0.003
4449,CFAP126,False,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.8,0.00816326,9606,Brain,0.013
4450,CFAP126,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.0,True,0.433333,0.0149791,9606,Olfactory system,0.013
4451,MEIG1,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.0140977,True,0.333333,0.018965,9606,Olfactory system,0.018
4452,MEIG1,True,Sertoli cells,Mesoderm,True,0.0,0.0140977,True,0.0263158,0.0195536,9606,Reproductive,0.018
4453,MEIG1,False,Germ cells,Mesoderm,True,0.21327,0.0,True,0.939024,0.00979184,9606,Reproductive,0.018
4454,MEIG1,False,Ependymal cells,Ectoderm,True,0.0,0.0141243,True,0.866667,0.0113379,9606,Brain,0.018
4455,CFAP65,False,Ependymal cells,Ectoderm,True,0.0,0.0106717,True,0.433333,0.000971817,9606,Brain,0.006
4456,TEKT4,False,Ependymal cells,Ectoderm,True,0.0,0.0106717,True,0.0,0.0,9606,Brain,0.008
4457,CALML4,True,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.766667,0.0395854,9606,Brain,0.038
4458,PIFO,False,Ependymal cells,Ectoderm,True,1.0,0.0235405,True,0.84,0.00466472,9606,Brain,0.014
4459,CRYGN,False,Ependymal cells,Ectoderm,True,0.0,0.000627746,True,0.426667,0.000518303,9606,Brain,0.004
4460,FAM183BP,False,Ependymal cells,Ectoderm,False,0.0,0.0,True,0.913333,0.0172983,9606,Brain,0.021
4461,PCP4L1,True,Smooth muscle cells,Mesoderm,True,0.0,0.0,True,0.735537,0.0499871,9606,Smooth muscle,0.044
4462,PCP4L1,True,Mast cells,Mesoderm,True,0.0,0.0,True,0.0263158,0.0553805,9606,Immune system,0.044
4463,PCP4L1,False,Purkinje neurons,Ectoderm,True,0.0,0.0,True,0.487805,0.0541688,9606,Brain,0.044
4464,PCP4L1,True,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.78,0.0482669,9606,Brain,0.044
4465,PCP4L1,False,Interneurons,Ectoderm,True,0.0,0.0,True,0.149733,0.0541629,9606,Brain,0.044
4466,DYNLRB2,False,Ependymal cells,Ectoderm,True,1.0,0.0357815,True,0.946667,0.00667315,9606,Brain,0.019
4467,TMEM107,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.0275689,True,0.0,0.0,9606,Olfactory system,0.032
4468,TMEM107,False,Ependymal cells,Ectoderm,True,0.5,0.0266792,True,0.0,0.0,9606,Brain,0.032
4469,RIIAD1,True,Radial glia cells,Ectoderm,True,0.0,0.0119048,True,0.0,0.0,9606,Brain,0.019
4470,RIIAD1,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.0119048,True,0.0,0.0,9606,Olfactory system,0.019
4471,RIIAD1,True,Ependymal cells,Ectoderm,True,0.166667,0.0116133,True,0.0,0.0,9606,Brain,0.019
4472,RSPH1,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.0162907,True,0.0,0.0,9606,Olfactory system,0.021
4473,RSPH1,False,Germ cells,Mesoderm,True,0.194313,0.00369004,True,0.0,0.0,9606,Reproductive,0.021
4474,RSPH1,False,Ependymal cells,Ectoderm,True,1.0,0.0144382,True,0.0,0.0,9606,Brain,0.021
4475,AK7,True,Ependymal cells,Ectoderm,True,0.5,0.00094162,True,0.6,0.00174927,9606,Brain,0.006
4476,CFAP54,False,Ependymal cells,Ectoderm,True,0.333333,0.00156937,True,0.486667,0.000712666,9606,Brain,0.005
4477,STOML3,True,Ependymal cells,Ectoderm,True,0.166667,0.0,True,0.0,0.0,9606,Brain,0.004
4478,STOML3,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Olfactory system,0.004
4479,PLTP,True,Kupffer cells,Mesoderm,True,0.0,0.0260025,True,0.03125,0.0051437,9606,Liver,0.009
4480,PLTP,True,Ependymal cells,Ectoderm,True,0.166667,0.0257376,True,0.04,0.00485909,9606,Brain,0.009
4481,PLTP,True,Macrophages,Mesoderm,True,0.333333,0.0248428,True,0.0181818,0.00477137,9606,Immune system,0.009
4482,SSPOP,True,Ependymal cells,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.0
4483,EFNB3,True,Oligodendrocytes,Ectoderm,True,0.0,0.00252845,True,0.810992,0.0185996,9606,Brain,0.046
4484,EFNB3,True,Ependymal cells,Ectoderm,True,0.0,0.00251099,True,0.0333333,0.0567541,9606,Brain,0.046
4485,MYB,False,Hepatic stellate cells,Endoderm,True,0.0,0.0134796,True,0.0,0.0283001,9606,Liver,0.027
4486,MYB,True,T cells,Mesoderm,True,0.0,0.0146308,True,0.242991,0.0253074,9606,Immune system,0.027
4487,MYB,True,Ependymal cells,Ectoderm,True,0.166667,0.0131827,True,0.246667,0.0261743,9606,Brain,0.027
4488,RFX2,True,Ependymal cells,Ectoderm,True,0.166667,0.017263,True,0.0,0.0,9606,Brain,0.004
4489,ZMYND10,True,Ependymal cells,Ectoderm,True,1.0,0.0235405,True,0.0,0.0,9606,Brain,0.009
4490,AK8,True,Ependymal cells,Ectoderm,True,0.0,0.00847458,True,0.0466667,0.00330418,9606,Brain,0.004
4491,CFAP44,True,Ependymal cells,Ectoderm,True,0.666667,0.00878845,True,0.593333,0.00149012,9606,Brain,0.007
4492,ERAS,True,Epiblast cells,Zygote,True,0.0,0.0,True,0.0,0.000192493,9606,Embryo,0.0
4493,CLDN6,True,Epiblast cells,Zygote,True,0.0,0.00626566,True,0.0,0.0192493,9606,Embryo,0.018
4494,CLDN7,True,Epiblast cells,Zygote,True,0.0,0.113722,True,0.0,0.0700032,9606,Embryo,0.079
4495,SLC35D3,True,Epiblast cells,Zygote,True,0.0,0.0,True,0.0,0.0,9606,Embryo,0.001
4496,CXCL12,True,Sertoli cells,Mesoderm,True,0.0,0.0269424,True,0.0,0.0816235,9606,Reproductive,0.07
4497,CXCL12,True,Osteoblasts,Mesoderm,True,0.0,0.0269424,True,0.540541,0.0803319,9606,Bone,0.07
4498,CXCL12,True,Epiblast cells,Zygote,True,0.0,0.0269424,True,0.0,0.0814244,9606,Embryo,0.07
4499,SOX11,True,Epiblast cells,Zygote,True,0.0,0.0604637,True,0.0,0.0,9606,Embryo,0.241
4500,CRMP1,True,Epiblast cells,Zygote,True,0.0,0.0219298,True,0.0,0.181264,9606,Embryo,0.149
4501,DPYSL5,True,Epiblast cells,Zygote,True,0.0,0.00438596,True,0.0,0.0682066,9606,Embryo,0.055
4502,INA,True,Epiblast cells,Zygote,True,0.0,0.0194236,True,0.0,0.118768,9606,Embryo,0.098
4503,MFAP2,True,Epiblast cells,Zygote,True,0.0,0.0056391,True,0.0,0.157267,9606,Embryo,0.126
4504,ST6GAL1,False,Epithelial cells,Mesoderm,True,0.0,0.00759975,True,0.0,0.0,9606,Epithelium,0.006
4505,IL1R1,True,T regulatory cells,Mesoderm,True,0.0,0.0191103,True,0.0,0.00635308,9606,Immune system,0.008
4506,IL1R1,False,Epithelial cells,Mesoderm,True,0.0294118,0.0189994,True,0.0,0.00636492,9606,Epithelium,0.008
4507,IL1R1,True,Glomus cells,,True,0.0,0.0191103,True,0.0,0.00635226,9606,,0.008
4508,IL1R1,False,Fibroblasts,Mesoderm,True,0.234234,0.0113599,True,0.0837104,0.0040943,9606,Connective tissue,0.008
4509,KRT1,True,Keratinocytes,Mesoderm,True,0.0,0.00471402,True,0.0733945,0.00633239,9606,Skin,0.006
4510,KRT1,False,Epithelial cells,Mesoderm,True,0.0,0.00474984,True,0.0,0.00681497,9606,Epithelium,0.006
4511,KLK3,True,Neuroblasts,Ectoderm,True,0.0,0.0106516,False,0.0,0.0,9606,Brain,0.002
4512,KLK3,True,Luminal epithelial cells,Ectoderm,True,0.266667,0.00944287,False,0.0,0.0,9606,Mammary gland,0.002
4513,KLK3,False,Epithelial cells,Mesoderm,True,0.0588235,0.010133,False,0.0,0.0,9606,Epithelium,0.002
4514,KRT3,True,Epithelial cells,Mesoderm,True,0.0,0.0,False,0.0,0.0,9606,Epithelium,0.0
4515,KRT16,False,Epithelial cells,Mesoderm,True,0.0,0.00854972,True,0.0,0.00456474,9606,Epithelium,0.005
4516,KRT16,False,Keratinocytes,Mesoderm,True,0.4,0.00722816,True,0.605505,0.000323081,9606,Skin,0.005
4517,ITGA1,False,Epithelial cells,Mesoderm,True,0.0,0.0231159,True,0.0,0.0489906,9606,Epithelium,0.043
4518,ITGA1,True,Smooth muscle cells,Mesoderm,True,0.0952381,0.0223904,True,0.46281,0.0456544,9606,Smooth muscle,0.043
4519,KRT2,False,Epithelial cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Epithelium,0.0
4520,KRT72,False,Epithelial cells,Mesoderm,False,,,False,,,9606,Epithelium,0.0
4521,SCNN1B,False,Epithelial cells,Mesoderm,True,0.0882353,0.00221659,True,0.0,0.0,9606,Epithelium,0.003
4522,SCNN1B,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.00313283,True,0.0,0.0,9606,Lungs,0.003
4523,SCNN1B,True,Principal cells,Mesoderm,True,0.0,0.00313283,True,0.0,0.0,9606,Kidney,0.003
4524,SCNN1D,False,Epithelial cells,Mesoderm,True,0.0,0.000316656,False,0.0,0.0,9606,Epithelium,0.0
4525,SCNN1G,False,Epithelial cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Epithelium,0.002
4526,SCNN1G,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,Lungs,0.002
4527,SCNN1G,True,Principal cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Kidney,0.002
4528,IFI16,False,Epithelial cells,Mesoderm,True,0.0294118,0.159911,False,0.0,0.0,9606,Epithelium,0.029
4529,BOK,False,Granulosa cells,Mesoderm,True,0.0,0.00564086,True,0.0,0.0542258,9606,Reproductive,0.045
4530,BOK,False,Epithelial cells,Mesoderm,True,0.0,0.00569981,True,0.0322581,0.0542626,9606,Epithelium,0.045
4531,NKD1,False,Epithelial cells,Mesoderm,True,0.0,0.0117163,True,0.0,0.0516909,9606,Epithelium,0.043
4532,FZD6,False,Epithelial cells,Mesoderm,True,0.0,0.00569981,True,0.0,0.0144014,9606,Epithelium,0.012
4533,SFRP5,False,Epithelial cells,Mesoderm,True,0.0,0.00126662,True,0.0,0.0,9606,Epithelium,0.004
4534,SFRP5,False,Hepatocytes,Endoderm,True,0.0810811,0.000316957,True,0.0,0.0,9606,Liver,0.004
4535,RAI14,False,Epithelial cells,Mesoderm,True,0.0,0.0642812,True,0.0,0.0,9606,Epithelium,0.024
4536,GPA33,False,Epithelial cells,Mesoderm,True,0.647059,0.00538315,True,0.225806,0.0190948,9606,Epithelium,0.018
4537,CRYBA1,False,Epithelial cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Epithelium,0.0
4538,CEACAM5,False,Epithelial cells,Mesoderm,True,0.882353,0.0123496,True,0.0,0.000128584,9606,Epithelium,0.004
4539,EXO1,False,Epithelial cells,Mesoderm,True,0.0,0.00126662,True,0.0,0.00591488,9606,Epithelium,0.005
4540,EXO1,True,Sebocytes,Mesoderm,True,0.0,0.00125313,True,0.0,0.00590311,9606,Skin,0.005
4541,FOXA1,True,Hepatocytes,Endoderm,True,0.027027,0.0104596,True,0.05,0.00611129,9606,Liver,0.008
4542,FOXA1,False,Epithelial cells,Mesoderm,True,0.0,0.0107663,True,0.0322581,0.00617205,9606,Epithelium,0.008
4543,GABRP,False,Epithelial cells,Mesoderm,True,0.0,0.00538315,True,0.0,0.00173589,9606,Epithelium,0.002
4544,SFN,False,Myoepithelial cells,Mesoderm,True,0.0,0.0790216,True,0.0,0.0,9606,Smooth muscle,0.051
4545,SFN,True,Keratinocytes,Mesoderm,True,0.5,0.0776241,True,0.0,0.0,9606,Skin,0.051
4546,SFN,False,Epithelial cells,Mesoderm,True,0.823529,0.070931,True,0.0,0.0,9606,Epithelium,0.051
4547,KRT13,True,Epithelial cells,Mesoderm,True,0.0,0.00411653,True,0.0322581,0.00392182,9606,Epithelium,0.004
4548,CDKN2A,False,Epithelial cells,Mesoderm,True,0.0,0.030399,True,0.0,0.0173589,9606,Epithelium,0.025
4549,CDKN2A,False,Epithelial cells,Mesoderm,True,0.0,0.030399,True,0.0,0.0173589,9606,Epithelium,0.025
4550,PSCA,False,Epithelial cells,Mesoderm,True,0.0588235,0.0132996,True,0.0645161,0.00154301,9606,Epithelium,0.004
4551,PSCA,False,Foveolar cells,Endoderm,True,0.0,0.0137845,True,1.0,0.000898992,9606,GI tract,0.004
4552,SPRR1B,True,Keratinocytes,Mesoderm,True,0.3,0.00439975,True,0.0,0.0,9606,Skin,0.002
4553,SPRR1B,False,Epithelial cells,Mesoderm,True,0.0,0.00538315,True,0.0,0.0,9606,Epithelium,0.002
4554,TM4SF20,False,Epithelial cells,Mesoderm,True,0.0,0.00316656,True,0.0,0.0,9606,Epithelium,0.019
4555,TM4SF20,True,Paneth cells,Endoderm,True,0.0,0.00313283,True,0.0,0.0,9606,GI tract,0.019
4556,TSTD1,False,Epithelial cells,Mesoderm,True,0.5,0.214693,True,0.0,0.0,9606,Epithelium,0.058
4557,TSTD1,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.217732,True,0.0,0.0,9606,Olfactory system,0.058
4558,HBEGF,False,Epithelial cells,Mesoderm,True,0.117647,0.0329322,True,0.258065,0.0557413,9606,Epithelium,0.051
4559,SELENBP1,False,Epithelial cells,Mesoderm,True,0.647059,0.0576314,True,0.0,0.0,9606,Epithelium,0.046
4560,P97805,False,Epithelial cells,Mesoderm,False,0.0,0.0,True,0.354839,0.0153015,10090,Epithelium,0.013
4561,TSPAN1,True,Principal cells,Mesoderm,True,0.0,0.0654762,True,0.0,0.0,9606,Kidney,0.028
4562,TSPAN1,False,Epithelial cells,Mesoderm,True,0.970588,0.0557315,True,0.0,0.0,9606,Epithelium,0.028
4563,GUCA2A,False,Epithelial cells,Mesoderm,True,0.823529,0.00759975,True,0.225806,0.0149801,9606,Epithelium,0.015
4564,GUCA2A,True,Paneth cells,Endoderm,True,0.0,0.0162907,True,0.725,0.0117381,9606,GI tract,0.015
4565,GUCA2A,True,Goblet cells,Endoderm,True,0.352941,0.0144882,True,0.935484,0.0135656,9606,GI tract,0.015
4566,DLX5,False,Epithelial cells,Mesoderm,True,0.0,0.00569981,True,0.0967742,0.0223094,9606,Epithelium,0.019
4567,DLX5,True,Interneurons,Ectoderm,True,0.0,0.0056391,True,0.0,0.0227302,9606,Brain,0.019
4568,DLX5,False,Neural stem/precursor cells,Ectoderm,True,0.0,0.0056391,True,0.814815,0.0210824,9606,Brain,0.019
