,genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
3847,PTGDS,True,Leydig cells,Mesoderm,True,1.0,0.0576802,True,0.181818,0.0550276,9606,Reproductive,0.054
3848,PTGDS,True,Melanocytes,Mesoderm,True,0.0,0.0582707,True,1.0,0.054389,9606,Skin,0.054
3850,PTGDS,True,Oligodendrocytes,Ectoderm,True,1.0,0.0499368,True,0.469169,0.0343015,9606,Brain,0.054
3851,PTGDS,True,Gamma delta T cells,Mesoderm,True,0.0,0.0596728,True,0.0,0.0551489,9606,Immune system,0.054
3853,PTGDS,True,Endothelial cells,Mesoderm,True,0.0769231,0.0576425,True,0.00911458,0.0575015,9606,Vasculature,0.054
3854,PTGDS,True,Meningeal cells,Ectoderm,True,0.0,0.0582707,True,1.0,0.0543283,9606,Brain,0.054
3855,PTGDS,True,Satellite glial cells,Ectoderm,True,0.0,0.0582707,True,0.0,0.0551171,9606,Brain,0.054
3856,TIMP3,True,Pancreatic stellate cells,Endoderm,True,0.695652,0.157147,True,0.0,0.0,9606,Pancreas,0.147
3857,TIMP3,True,Endothelial cells,Mesoderm,True,0.759615,0.140868,True,0.0,0.0,9606,Vasculature,0.147
3858,GPM6A,True,Endothelial cells,Mesoderm,True,0.00961538,0.0239637,True,0.0950521,0.306337,9606,Vasculature,0.241
3859,GPM6A,True,Mast cells,Mesoderm,True,0.0,0.0235553,True,0.0,0.296649,9606,Immune system,0.241
3860,FAM167B,True,Endothelial cells,Mesoderm,True,0.240385,0.000971503,True,0.135417,0.00060741,9606,Vasculature,0.008
3861,STAB2,True,Endothelial cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Vasculature,0.003
3864,ITGA5,True,Osteoblasts,Mesoderm,True,0.0,0.0184837,True,0.0,0.0167224,9606,Bone,0.016
3873,FOXC2,True,Podocytes,Mesoderm,True,0.409091,0.00536278,True,0.0555556,0.00237682,9606,Kidney,0.003
3876,DHH,True,Sertoli cells,Mesoderm,True,0.0,0.0,True,0.710526,0.00141506,9606,Reproductive,0.002
3880,FGD5,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00093985,True,0.0,0.00868,9606,Bone,0.007
3883,FAS,True,Osteoblasts,Mesoderm,True,0.0,0.0147243,True,0.0,0.0108052,9606,Bone,0.011
3884,FAS,True,Smooth muscle cells,Mesoderm,True,0.0,0.0148218,True,0.0495868,0.0104759,9606,Smooth muscle,0.011
3888,NKX2-3,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00438596,True,0.0625,0.00276474,9606,Bone,0.003
3892,SYNPO,True,Podocytes,Mesoderm,True,0.545455,0.00567823,True,0.0,0.0,9606,Kidney,0.009
3893,ATP2A3,True,Platelets,Mesoderm,True,0.0,0.0109787,True,0.666667,0.0100116,9606,Blood,0.01
3900,CMKLR1,True,Monocytes,Mesoderm,True,0.0,0.000315856,True,0.0,0.00314465,9606,Immune system,0.003
3902,ITGA9,True,Smooth muscle cells,Mesoderm,True,0.0,0.0,True,0.0578512,0.00446198,9606,Smooth muscle,0.004
3904,EFNB2,True,Osteoblasts,Mesoderm,True,0.0,0.0291353,True,0.0,0.0140854,9606,Bone,0.016
3905,EFNB2,True,Osteoclasts,Mesoderm,True,0.0,0.0291353,True,0.0,0.0140538,9606,Bone,0.016
3906,EFNB2,True,Osteocytes,Mesoderm,True,0.0,0.0291353,True,0.0,0.014052,9606,Bone,0.016
3919,GSTT1,True,Müller cells,Ectoderm,False,0.0,0.0,True,0.0,0.0280098,9606,Eye,0.022
3923,LAMB2,True,Podocytes,Mesoderm,True,0.0454545,0.0129338,True,0.0555556,0.021006,9606,Kidney,0.019
3924,LAMB2,True,Smooth muscle cells,Mesoderm,True,0.0,0.013245,True,0.46281,0.0175892,9606,Smooth muscle,0.019
3934,GASK1B,True,Mast cells,Mesoderm,True,0.0,0.00502513,True,0.605263,0.0110632,9606,Immune system,0.011
3936,TNS2,True,Podocytes,Mesoderm,True,0.0,0.00315457,True,0.0,0.0,9606,Kidney,0.007
3938,ATL2,True,Mast cells,Mesoderm,True,0.0,0.00439698,True,0.0789474,0.0153084,9606,Immune system,0.013
3939,ACKR3,True,Smooth muscle cells,Mesoderm,True,0.047619,0.00630716,True,0.107438,0.0106699,9606,Smooth muscle,0.01
3943,ACKR3,True,Platelets,Mesoderm,True,0.0,0.0065872,True,0.0,0.0114234,9606,Blood,0.01
3945,COL4A4,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.00250627,True,0.882353,0.00617324,9606,Lungs,0.007
3946,COL4A4,True,Podocytes,Mesoderm,True,0.181818,0.00126183,True,0.833333,0.00713047,9606,Kidney,0.007
3949,P28651,True,Purkinje neurons,Ectoderm,False,0.0,0.0,True,0.0487805,0.0159547,10090,Brain,0.013
3951,COL4A3,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.000626566,True,0.970588,0.00482284,9606,Lungs,0.006
3954,COL4A3,True,Podocytes,Mesoderm,True,0.0454545,0.000315457,True,0.944444,0.0058457,9606,Kidney,0.006
3957,EPHX2,True,Enterocytes,Endoderm,True,0.166667,0.00533584,True,0.238411,0.00562717,9606,GI tract,0.009
3964,P79568,True,Pulmonary alveolar type II cells,Endoderm,False,0.0,0.0,True,0.0681818,0.0275028,10090,Lungs,0.023
3968,SULF1,True,Podocytes,Mesoderm,True,0.0,0.0176656,True,0.0,0.0,9606,Kidney,0.013
3970,PI16,True,Fibroblasts,Mesoderm,True,0.045045,0.00064914,True,0.294118,0.00495278,9606,Connective tissue,0.011
3977,PDE3A,True,Mesangial cells,Mesoderm,True,0.0,0.000626959,True,0.0,0.0120629,9606,Kidney,0.01
3979,SMOC1,True,Smooth muscle cells,Mesoderm,True,0.047619,0.00567644,True,0.0,0.0,9606,Smooth muscle,0.006
3981,SOD3,True,Smooth muscle cells,Mesoderm,True,0.857143,0.0561337,True,0.0,0.0,9606,Smooth muscle,0.027
3982,SOD3,True,Proximal tubule cells,Mesoderm,True,0.0,0.0614228,True,0.0,0.0,9606,Kidney,0.027
3988,ACE,True,Monocytes,Mesoderm,True,0.0,0.0259002,True,0.0,0.0216275,9606,Immune system,0.022
3989,ACE,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0256892,True,0.0,0.0216678,9606,Bone,0.022
3995,SLC38A3,True,Müller cells,Ectoderm,True,0.0,0.00125313,True,0.0,0.0,9606,Eye,0.018
3997,FOXL2,True,Granulosa cells,Mesoderm,True,0.0,0.0,True,0.0,0.000449207,9606,Reproductive,0.0
4002,PPARD,True,Melanocytes,Mesoderm,True,0.0,0.0018797,True,0.0,0.0104668,9606,Skin,0.009
4007,ALCAM,True,Enteroendocrine cells,Endoderm,True,0.0,0.0548377,True,0.363636,0.0846193,9606,GI tract,0.0
4009,GFRA3,True,Enteroendocrine cells,Endoderm,True,0.0,0.00252127,True,0.181818,0.00520833,9606,GI tract,0.005
4010,GFRA3,True,Schwann cells,Ectoderm,True,0.0,0.00250627,True,0.16092,0.00471028,9606,Brain,0.005
4011,GFRA3,True,Enteric glia cells,Endoderm,True,0.833333,0.00094162,True,0.0,0.00558229,9606,GI tract,0.005
4012,GFRA3,True,Peri-islet Schwann cells,Endoderm,True,1.0,0.00219367,True,1.0,0.00494382,9606,Pancreas,0.005
4014,MPZ,True,Schwann cells,Ectoderm,True,0.0,0.00219298,True,0.218391,0.00058072,9606,Brain,0.002
4018,CXCL14,True,Fibroblasts,Mesoderm,True,0.540541,0.0246673,True,0.266968,0.0419336,9606,Connective tissue,0.049
4021,CXCL14,True,Platelets,Mesoderm,True,0.0,0.04266,True,0.0,0.048325,9606,Blood,0.049
4022,CXCL14,True,Interneurons,Ectoderm,True,0.0,0.0426065,True,0.122995,0.0474088,9606,Brain,0.049
4023,DKK3,True,Müller cells,Ectoderm,True,0.0,0.037594,True,1.0,0.0342413,9606,Eye,0.034
4025,DKK3,True,Fibroblasts,Mesoderm,True,0.234234,0.0305096,True,0.201357,0.0305752,9606,Connective tissue,0.034
4033,SOX10,True,Schwann cells,Ectoderm,True,,,True,,,9606,Brain,0.04
4034,SOX10,True,Oligodendrocyte progenitor cells,Ectoderm,True,,,True,,,9606,Brain,0.04
4035,SOX10,True,Oligodendrocytes,Ectoderm,True,,,True,,,9606,Brain,0.04
4036,SOX10,True,Enteric glia cells,Endoderm,True,,,True,,,9606,GI tract,0.04
4038,NOS2,True,Enteric glia cells,Endoderm,True,0.0,0.00156937,True,0.0,0.000384986,9606,GI tract,0.001
4039,NOS2,True,Hepatocytes,Endoderm,True,0.0,0.00158479,True,0.0,0.000385976,9606,Liver,0.001
4064,TSHZ1,True,Neuroblasts,Ectoderm,True,0.0,0.00469925,True,0.0,0.0,9606,Brain,0.015
4070,DMKN,True,Keratinocytes,Mesoderm,True,0.3,0.0637964,True,0.825688,0.0138279,9606,Skin,0.032
4081,SCN7A,True,Tanycytes,Ectoderm,True,0.0,0.00814536,True,0.0,0.0,9606,Brain,0.017
4084,SCN7A,True,Schwann cells,Ectoderm,True,0.0,0.00814536,True,0.0,0.0,9606,Brain,0.017
4087,VSTM2L,True,Epsilon cells,Endoderm,True,0.0,0.00501253,True,0.0,0.0,9606,Pancreas,0.011
4094,CELF6,True,Neurons,Ectoderm,True,0.0,0.0,True,0.206437,0.00612912,9606,Brain,0.014
4101,GFRA2,True,Enterocytes,Endoderm,True,0.0,0.00439422,True,0.0,0.00994569,9606,GI tract,0.008
4102,GFRA2,True,Glomus cells,,True,0.0,0.00438596,True,0.0,0.00975297,9606,,0.008
4103,FLOT2,True,Enterocytes,Endoderm,True,0.0,0.0150659,True,0.00993378,0.025126,9606,GI tract,0.022
4107,SCN3A,True,Enteroendocrine cells,Endoderm,True,0.0,0.00567286,True,0.0,0.0,9606,GI tract,0.022
4108,CHRNA3,True,Pinealocytes,Ectoderm,True,0.0,0.000313283,True,0.0,0.00442932,9606,Brain,0.004
4114,PHOX2B,True,Glomus cells,,True,0.0,0.0,True,0.0,0.00211742,9606,,0.002
4119,CARTPT,True,Gamma (PP) cells,Endoderm,True,0.0,0.00722135,True,0.0,0.00814886,9606,Pancreas,0.008
4120,CARTPT,True,Enteric neurons,Endoderm,True,0.0,0.00720551,True,0.388889,0.00770861,9606,GI tract,0.008
4121,NMU,True,Enteric neurons,Endoderm,True,0.0,0.00845865,True,0.111111,0.000192715,9606,GI tract,0.002
4122,VIP,True,Interneurons,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.003
4123,VIP,True,Enteric neurons,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.003
4124,VIP,True,GABAergic neurons,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.003
4125,CCK,True,Enteroendocrine cells,Endoderm,True,0.0,0.00346675,True,0.151515,0.0382587,9606,GI tract,0.033
4126,CCK,True,Neuroendocrine cells,Ectoderm,True,0.0,0.00344612,True,0.137931,0.0381271,9606,Brain,0.033
4127,CCK,True,Enteric neurons,Endoderm,True,0.0,0.00344612,True,0.0555556,0.0384788,9606,GI tract,0.033
4128,CCK,True,Pyramidal cells,Ectoderm,True,0.0,0.00344612,True,0.0,0.038501,9606,Brain,0.033
4129,CCK,True,Taste receptor cells,,True,0.0,0.00344612,True,0.0,0.0384986,9606,,0.033
4131,CCK,True,Interneurons,Ectoderm,True,0.0,0.00344612,True,0.73262,0.0300688,9606,Brain,0.033
4132,REG4,True,Enterochromaffin cells,Endoderm,True,0.0,0.00501253,True,0.0,0.0,9606,GI tract,0.005
4133,AFP,True,Enteroendocrine cells,Endoderm,True,0.0,0.0107154,True,0.0,0.00540123,9606,GI tract,0.007
4134,AFP,True,Hepatoblasts,Endoderm,True,0.0,0.0106516,True,0.0,0.0053898,9606,Liver,0.007
4135,AFP,True,Enterochromaffin cells,Endoderm,True,0.0,0.0106516,True,0.0,0.0053898,9606,GI tract,0.007
4136,AFP,True,Hepatocytes,Endoderm,True,0.0540541,0.0101426,True,0.125,0.00508202,9606,Liver,0.007
4137,TRPA1,True,Enteroendocrine cells,Endoderm,True,0.0,0.00252127,True,0.0,0.0,9606,GI tract,0.001
4138,TRPA1,True,Enterochromaffin cells,Endoderm,True,0.0,0.00250627,True,0.0,0.0,9606,GI tract,0.001
4141,FGF1,True,Enterochromaffin cells,Endoderm,True,0.0,0.00313283,True,0.0,0.0125762,9606,GI tract,0.011
4143,PIEZO2,True,Merkel cells,Mesoderm,True,0.0,0.000626566,True,0.0,0.00776388,9606,Skin,0.006
4144,PIEZO2,True,Enterochromaffin cells,Endoderm,True,0.0,0.000626566,True,0.0,0.00776388,9606,GI tract,0.006
4145,PIEZO2,True,Trigeminal neurons,Ectoderm,True,0.0,0.000626566,True,0.613636,0.00432342,9606,Brain,0.006
4146,ADGRG4,True,Enterochromaffin cells,Endoderm,True,0.0,0.0,True,0.0,0.000128329,9606,GI tract,0.0
4147,TPH1,True,Enterochromaffin cells,Endoderm,True,0.0,0.00125313,True,0.0,0.0,9606,GI tract,0.002
4148,TPH1,True,Mast cells,Mesoderm,True,0.0,0.00125628,True,0.0,0.0,9606,Immune system,0.002
4149,TPH1,True,Pinealocytes,Ectoderm,True,0.0,0.00125313,True,0.0,0.0,9606,Brain,0.002
4151,CRH,True,Mast cells,Mesoderm,True,0.0,0.000628141,True,0.0,0.00128642,9606,Immune system,0.001
4152,CRH,True,Interneurons,Ectoderm,True,0.0,0.000626566,True,0.0160428,0.00110404,9606,Brain,0.001
4153,CRH,True,Enterochromaffin cells,Endoderm,True,0.0,0.000626566,True,0.0,0.00128329,9606,GI tract,0.001
4154,CRH,True,Sebocytes,Mesoderm,True,0.0,0.000626566,True,0.0,0.00128329,9606,Skin,0.001
4156,LYPD8,True,Enterocytes,Endoderm,True,0.333333,0.00408035,True,0.903974,0.0102074,9606,GI tract,0.024
4157,NLRP6,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.387417,0.00235556,9606,GI tract,0.008
4159,MYO1A,True,Epsilon cells,Endoderm,True,0.0,0.000313283,True,0.0,0.0160411,9606,Pancreas,0.013
4160,MYO1A,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.592715,0.00464568,9606,GI tract,0.013
4161,SLC15A1,True,Enterocytes,Endoderm,True,0.0,0.00156937,True,0.0,0.0,9606,GI tract,0.002
4162,APOBEC1,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.00993378,0.014984,9606,GI tract,0.012
4164,SLC10A2,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.002
4165,SLC40A1,True,Kupffer cells,Mesoderm,True,0.0,0.035401,True,0.0,0.0,9606,Liver,0.033
4166,SLC40A1,True,Red pulp macrophages,Mesoderm,True,0.0,0.035401,True,0.0,0.0,9606,Immune system,0.033
4167,SLC40A1,True,Enterocytes,Endoderm,True,0.166667,0.0351538,True,0.0,0.0,9606,GI tract,0.033
4169,NPC1L1,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.294702,0.000458025,9606,GI tract,0.005
4170,FABP1,True,Enterocytes,Endoderm,True,1.0,0.039548,True,0.708609,0.0144605,9606,GI tract,0.03
4171,FABP1,True,Tuft cells,Endoderm,True,0.0,0.0413534,True,0.692308,0.0273568,9606,GI tract,0.03
4173,CPS1,True,Hepatocytes,Endoderm,True,0.297297,0.00126783,True,0.525,0.0136378,9606,Liver,0.013
4174,CPS1,True,Enterocytes,Endoderm,True,0.0,0.0047081,True,0.57947,0.00379507,9606,GI tract,0.013
4175,SLC2A5,True,Microglia,Ectoderm,True,0.0,0.0131579,True,0.0,0.0,9606,Brain,0.012
4176,SLC2A5,True,Enterocytes,Endoderm,True,0.0,0.0131827,True,0.0,0.0,9606,GI tract,0.012
4177,ALPI,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.400662,0.000130864,9606,GI tract,0.006
4178,FABP2,True,Enterocytes,Endoderm,True,0.833333,0.00533584,True,0.870861,0.00889878,9606,GI tract,0.022
4179,LCT,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.13245,0.0,9606,GI tract,0.002
4183,VIL1,True,Enterocytes,Endoderm,True,0.833333,0.00690521,True,0.0,0.0,9606,GI tract,0.022
4184,Q3UW98,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.301325,0.000785186,10090,GI tract,0.005
4185,FUOM,True,Enterocytes,Endoderm,True,0.333333,0.022285,True,0.57947,0.0262383,9606,GI tract,0.035
4186,FAHD1,True,Enterocytes,Endoderm,True,0.166667,0.0313873,True,0.400662,0.00719754,9606,GI tract,0.019
4187,OTC,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.403974,0.00209383,9606,GI tract,0.008
4188,OTC,True,Hepatocytes,Endoderm,True,0.0,0.000316957,True,0.6,0.00836282,9606,Liver,0.008
4189,CDH17,True,Enterocytes,Endoderm,True,0.833333,0.0134965,True,0.910596,0.00516914,9606,GI tract,0.021
4190,KHK,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.774834,0.0306223,9606,GI tract,0.037
4191,KHK,True,Proximal tubule cells,Mesoderm,True,0.0,0.000313381,True,0.871429,0.0413149,9606,Kidney,0.037
4196,Q5G865,True,Paneth cells,Endoderm,False,0.0,0.0,True,1.0,0.0168333,10090,GI tract,0.017
4200,HNF4A,True,Hepatocytes,Endoderm,True,0.0540541,0.00729002,True,0.3,0.0210357,9606,Liver,0.019
4201,HNF4A,True,Proximal tubule cells,Mesoderm,True,0.0,0.00783454,True,0.342857,0.0203029,9606,Kidney,0.019
4202,HNF4A,True,Hepatoblasts,Endoderm,True,0.0,0.00783208,True,0.0,0.0217517,9606,Liver,0.019
4203,TMEM45B,True,Principal cells,Mesoderm,True,0.0,0.0162907,True,0.0,0.0,9606,Kidney,0.02
4222,TM4SF5,True,Epsilon cells,Endoderm,True,0.0,0.00250627,True,0.0,0.0,9606,Pancreas,0.022
4224,TM4SF5,True,Hepatocytes,Endoderm,True,0.108108,0.00126783,True,0.0,0.0,9606,Liver,0.022
4225,RNF186,True,Enterocytes,Endoderm,True,0.166667,0.00219711,True,0.0,0.0,9606,GI tract,0.013
4227,KLF5,True,Enterocytes,Endoderm,True,0.833333,0.0897677,True,0.745033,0.043447,9606,GI tract,0.062
4228,KLF5,True,Sebocytes,Mesoderm,True,0.0,0.0911654,True,0.0,0.057042,9606,Skin,0.062
4233,CLDN15,True,Enterocytes,Endoderm,True,0.0,0.00156937,True,0.768212,0.0115161,9606,GI tract,0.023
4240,MUC13,True,Goblet cells,Endoderm,True,0.647059,0.0144882,True,0.967742,0.0318889,9606,GI tract,0.03
4244,PHGR1,True,Epsilon cells,Endoderm,True,0.0,0.0422932,True,0.0,0.0286814,9606,Pancreas,0.031
4245,PHGR1,True,Goblet cells,Endoderm,True,1.0,0.0371654,True,0.967742,0.0268098,9606,GI tract,0.031
4246,PRAP1,True,Enterocytes,Endoderm,True,0.166667,0.000313873,True,0.910596,0.00497285,9606,GI tract,0.018
4247,CCL25,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.834437,0.00608519,9606,GI tract,0.018
4249,SPON2,True,Gamma delta T cells,Mesoderm,True,0.533333,0.0372153,True,0.0,0.0,9606,Immune system,0.017
4250,SPON2,True,Megakaryocytes,Mesoderm,True,0.0,0.0488722,True,0.0,0.0,9606,Immune system,0.017
4252,SPON2,True,NK cells,Mesoderm,True,0.0405405,0.0490699,True,0.0,0.0,9606,Immune system,0.017
4253,SPON2,True,Smooth muscle cells,Mesoderm,True,0.0,0.0491958,True,0.0,0.0,9606,Smooth muscle,0.017
4254,SPON2,True,Fibroblasts,Mesoderm,True,0.558559,0.0305096,True,0.0,0.0,9606,Connective tissue,0.017
4255,ASPN,True,Fibroblasts,Mesoderm,True,0.162162,0.00162285,True,0.332579,0.0127452,9606,Connective tissue,0.019
4265,PMEPA1,True,Pinealocytes,Ectoderm,True,0.0,0.0250627,True,0.0,0.0539864,9606,Brain,0.048
4268,P13634,True,Neutrophils,Mesoderm,False,0.0,0.0,True,0.00341297,0.00745488,10090,Immune system,0.006
4273,SLC11A2,True,Enterocytes,Endoderm,True,0.0,0.00659134,True,0.0,0.0,9606,GI tract,0.007
4275,SLC11A2,True,Reticulocytes,Mesoderm,True,0.0,0.00657895,True,0.0,0.0,9606,Blood,0.007
4276,APOA1,True,Hepatocytes,Endoderm,True,0.891892,0.0586371,True,1.0,0.0231586,9606,Liver,0.032
4278,APOA1,True,Enterocytes,Endoderm,True,0.0,0.0684244,True,0.592715,0.0144605,9606,GI tract,0.032
4281,APOA4,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.427152,0.00601976,9606,GI tract,0.011
4282,CBR1,True,Enterocytes,Endoderm,True,0.166667,0.0831764,True,0.642384,0.107047,9606,GI tract,0.112
4283,GSTM3,True,Enterocytes,Endoderm,True,0.0,0.0925926,True,0.34106,0.00150494,9606,GI tract,0.024
4285,E9Q4Y1,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.274834,0.000261729,10090,GI tract,0.004
4286,Q9D932,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.274834,0.000261729,10090,GI tract,0.004
4287,A1L3C0,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.274834,0.000261729,10090,GI tract,0.004
4288,E9Q5Z6,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.274834,0.000261729,10090,GI tract,0.004
4289,CREB3L3,True,Enterocytes,Endoderm,True,0.0,0.000627746,True,0.34106,0.00379507,9606,GI tract,0.008
4290,O35622,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.0,0.000654322,10090,GI tract,0.0
4291,O35622,True,Epiblast cells,Zygote,False,0.0,0.0,True,0.0,0.000641643,10090,Embryo,0.0
4292,Q8C1T8,True,Enterocytes,Endoderm,False,0.0,0.0,True,0.47351,0.00274815,10090,GI tract,0.009
4293,FABP6,True,Enterocytes,Endoderm,True,0.0,0.000627746,True,0.264901,0.0038605,9606,GI tract,0.007
4294,RBP2,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.0,0.0,9606,GI tract,0.015
4297,APOB,True,Enterocytes,Endoderm,True,0.0,0.0125549,True,0.427152,0.00765557,9606,GI tract,0.015
4298,APOB,True,Hepatocytes,Endoderm,True,0.459459,0.00729002,True,0.7,0.0140238,9606,Liver,0.015
4299,APOC3,True,Hepatocytes,Endoderm,True,0.972973,0.0133122,True,0.9,0.0152461,9606,Liver,0.018
4300,APOC3,True,Enterocytes,Endoderm,True,0.0,0.0244821,True,0.466887,0.00863705,9606,GI tract,0.018
4304,ISX,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.089404,0.00058889,9606,GI tract,0.002
4306,S100G,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.024
4307,S100G,True,Pulmonary alveolar type II cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,Lungs,0.024
4309,SLC28A1,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.001
4310,SLC28A2,True,Enterocytes,Endoderm,True,0.0,0.00125549,True,0.0,0.0,9606,GI tract,0.001
4311,SLC30A10,True,Enterocytes,Endoderm,True,0.0,0.00282486,True,0.0,0.0,9606,GI tract,0.002
4312,SLC51B,True,Enterocytes,Endoderm,True,0.833333,0.00973007,True,0.0,0.0,9606,GI tract,0.007
4313,VNN1,True,Enterocytes,Endoderm,True,0.0,0.00219711,True,0.0,0.0,9606,GI tract,0.004
4314,SLC23A1,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.001
4315,TREH,True,Enterocytes,Endoderm,True,0.0,0.00282486,True,0.0,0.0,9606,GI tract,0.003
4316,ABCC2,True,Proximal tubule cells,Mesoderm,True,0.0,0.000940144,True,0.114286,0.00380277,9606,Kidney,0.004
4317,ABCC2,True,Enterocytes,Endoderm,True,0.0,0.00094162,True,0.0860927,0.00268272,9606,GI tract,0.004
4318,ABCG5,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.0927152,0.000392593,9606,GI tract,0.002
4322,ABCG8,True,Sertoli cells,Mesoderm,True,0.0,0.0,True,0.0,0.00257284,9606,Reproductive,0.002
4323,ABCG8,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.102649,0.00058889,9606,GI tract,0.002
4324,PLIN2,True,Enterocytes,Endoderm,True,0.166667,0.106403,True,0.155629,0.0932409,9606,GI tract,0.101
4325,CYBRD1,True,Enterocytes,Endoderm,True,0.0,0.0200879,True,0.0430464,0.00104691,9606,GI tract,0.005
4327,NR1H4,True,Enterocytes,Endoderm,True,0.0,0.000627746,True,0.0397351,0.00130864,9606,GI tract,0.002
4328,DAB1,True,Pyramidal cells,Ectoderm,True,0.0,0.0018797,True,1.0,0.0567248,9606,Brain,0.045
4329,DAB1,True,Enterocytes,Endoderm,True,0.0,0.00188324,True,0.0298013,0.0573186,9606,GI tract,0.045
4330,DAB1,True,Neuroblasts,Ectoderm,True,0.0,0.0018797,True,0.0,0.056789,9606,Brain,0.045
4331,TM6SF2,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.006
4332,NR5A2,True,Enterocytes,Endoderm,True,0.0,0.000313873,True,0.0231788,0.00333704,9606,GI tract,0.003
4334,PDZK1,True,Enterocytes,Endoderm,True,0.0,0.00376648,True,0.0,0.00130864,9606,GI tract,0.002
4335,PDZK1,True,Proximal tubule cells,Mesoderm,True,1.0,0.0034472,True,0.0285714,0.00116017,9606,Kidney,0.002
4336,ACSL5,True,Enterocytes,Endoderm,True,0.666667,0.0153798,True,0.728477,0.0501211,9606,GI tract,0.055
4338,AQP11,True,Enterocytes,Endoderm,True,0.0,0.0112994,True,0.135762,0.0176013,9606,GI tract,0.018
4339,AQP8,True,Enterocytes,Endoderm,True,0.833333,0.00282486,True,0.0165563,0.00739384,9606,GI tract,0.007
4340,HMOX1,True,Enterocytes,Endoderm,True,0.166667,0.0360954,True,0.0,0.0494013,9606,GI tract,0.046
4341,HMOX1,True,Red pulp macrophages,Mesoderm,True,0.0,0.0363409,True,1.0,0.0466701,9606,Immune system,0.046
4342,HMOX1,True,Satellite cells,Mesoderm,True,0.0,0.0363409,True,0.857143,0.0480806,9606,Skeletal muscle,0.046
4343,SLC39A5,True,Enterocytes,Endoderm,True,0.833333,0.00564972,True,0.0,0.0,9606,GI tract,0.01
4344,SLC51A,True,Enterocytes,Endoderm,True,0.166667,0.00094162,True,0.0,0.0,9606,GI tract,0.006
4345,MOGAT2,True,Enterocytes,Endoderm,True,0.0,0.0,True,0.387417,0.00543087,9606,GI tract,0.011
4346,MAOA,True,Enterocytes,Endoderm,True,0.833333,0.027307,True,0.576159,0.0253877,9606,GI tract,0.034
4347,DGAT1,True,Enterocytes,Endoderm,True,0.666667,0.0128688,True,0.698676,0.0199568,9606,GI tract,0.029
4349,DGAT2,True,Enterocytes,Endoderm,True,0.0,0.0238544,True,0.15894,0.0215272,9606,GI tract,0.023
4350,NPSR1,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,6.43004e-05,9606,GI tract,0.0
4351,FFAR3,True,Sebocytes,Mesoderm,True,0.0,0.0,True,0.0,0.000641643,9606,Skin,0.0
4352,FFAR3,True,Tuft cells,Endoderm,True,0.0,0.0,True,0.615385,0.000128436,9606,GI tract,0.0
4353,FFAR3,True,Enteroendocrine cells,Endoderm,True,0.0,0.0,True,0.0,0.000643004,9606,GI tract,0.0
4354,NEUROG3,True,Enteroendocrine cells,Endoderm,True,0.0,0.000945477,True,0.030303,0.000900206,9606,GI tract,0.001
4355,NEUROG3,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.00093985,True,0.0,0.000962464,9606,Pancreas,0.001
